day,qh,up,trades,pibcic,abs_error
2023-01-01,1,MUEL,5.0,5.0,0.0
2023-01-01,2,MUEL,5.0,5.0,0.0
2023-01-01,3,MUEL,5.0,5.0,0.0
2023-01-01,4,MUEL,5.0,5.0,0.0
2023-01-01,5,MUEL,23.725,23.725,0.0
2023-01-01,6,MUEL,23.725,23.725,0.0
2023-01-01,7,MUEL,23.725,23.725,0.0
2023-01-01,8,MUEL,23.725,23.725,0.0
2023-01-01,9,MUEL,10.0,10.0,0.0
2023-01-01,10,MUEL,10.0,10.0,0.0
2023-01-01,11,MUEL,10.0,10.0,0.0
2023-01-01,12,MUEL,10.0,10.0,0.0
2023-01-01,13,AGUB,4.75,4.75,0.0
2023-01-01,14,AGUB,4.75,4.75,0.0
2023-01-01,15,AGUB,4.75,4.75,0.0
2023-01-01,16,AGUB,4.75,4.75,0.0
2023-01-01,17,AGUB,1.25,1.25,0.0
2023-01-01,18,AGUB,1.25,1.25,0.0
2023-01-01,19,AGUB,1.25,1.25,0.0
2023-01-01,20,AGUB,1.25,1.25,0.0
2023-01-01,33,MUEL,16.25,16.25,0.0
2023-01-01,34,MUEL,16.25,16.25,0.0
2023-01-01,35,MUEL,16.25,16.25,0.0
2023-01-01,36,MUEL,16.25,16.25,0.0
2023-01-01,37,AGUB,21.0,21.0,0.0
2023-01-01,37,MUEL,1.25,1.25,0.0
2023-01-01,38,AGUB,21.0,21.0,0.0
2023-01-01,38,MUEL,1.25,1.25,0.0
2023-01-01,39,AGUB,21.0,21.0,0.0
2023-01-01,39,MUEL,1.25,1.25,0.0
2023-01-01,40,AGUB,21.0,21.0,0.0
2023-01-01,40,MUEL,1.25,1.25,0.0
2023-01-01,41,AGUB,43.025,43.025,0.0
2023-01-01,41,MUEL,1.25,1.25,0.0
2023-01-01,42,AGUB,43.025,43.025,0.0
2023-01-01,42,MUEL,1.25,1.25,0.0
2023-01-01,43,AGUB,43.025,43.025,0.0
2023-01-01,43,MUEL,1.25,1.25,0.0
2023-01-01,44,AGUB,43.025,43.025,0.0
2023-01-01,44,MUEL,1.25,1.25,0.0
2023-01-01,45,AGUB,86.0,86.0,0.0
2023-01-01,45,MUEL,16.25,16.25,0.0
2023-01-01,45,UFBB,26.0,26.0,0.0
2023-01-01,46,AGUB,86.0,86.0,0.0
2023-01-01,46,MUEL,16.25,16.25,0.0
2023-01-01,46,UFBB,26.0,26.0,0.0
2023-01-01,47,AGUB,86.0,86.0,0.0
2023-01-01,47,MUEL,16.25,16.25,0.0
2023-01-01,47,UFBB,26.0,26.0,0.0
2023-01-01,48,AGUB,86.0,86.0,0.0
2023-01-01,48,MUEL,16.25,16.25,0.0
2023-01-01,48,UFBB,26.0,26.0,0.0
2023-01-01,49,AGUB,3.45,3.45,0.0
2023-01-01,49,MUEL,3.75,3.75,0.0
2023-01-01,49,UFBB,7.35,7.35,0.0
2023-01-01,50,AGUB,3.45,3.45,0.0
2023-01-01,50,MUEL,3.75,3.75,0.0
2023-01-01,50,UFBB,7.35,7.35,0.0
2023-01-01,51,AGUB,3.45,3.45,0.0
2023-01-01,51,MUEL,3.75,3.75,0.0
2023-01-01,51,UFBB,7.35,7.35,0.0
2023-01-01,52,AGUB,3.45,3.45,0.0
2023-01-01,52,MUEL,3.75,3.75,0.0
2023-01-01,52,UFBB,7.35,7.35,0.0
2023-01-01,53,MUEL,61.6,61.6,0.0
2023-01-01,54,MUEL,61.6,61.6,0.0
2023-01-01,55,MUEL,61.6,61.6,0.0
2023-01-01,56,MUEL,61.6,61.6,0.0
2023-01-01,57,MUEL,60.35,60.35,0.0
2023-01-01,58,MUEL,60.35,60.35,0.0
2023-01-01,59,MUEL,60.35,60.35,0.0
2023-01-01,60,MUEL,60.35,60.35,0.0
2023-01-01,61,AGUB,5.425,5.425,0.0
2023-01-01,61,MUEL,62.2,62.2,0.0
2023-01-01,62,AGUB,5.425,5.425,0.0
2023-01-01,62,MUEL,62.2,62.2,0.0
2023-01-01,63,AGUB,5.425,5.425,0.0
2023-01-01,63,MUEL,62.2,62.2,0.0
2023-01-01,64,AGUB,5.425,5.425,0.0
2023-01-01,64,MUEL,62.2,62.2,0.0
2023-01-01,65,AGUB,9.25,9.25,0.0
2023-01-01,65,MUEL,55.175,55.175,0.0
2023-01-01,66,AGUB,9.25,9.25,0.0
2023-01-01,66,MUEL,55.175,55.175,0.0
2023-01-01,67,AGUB,9.25,9.25,0.0
2023-01-01,67,MUEL,55.175,55.175,0.0
2023-01-01,68,AGUB,9.25,9.25,0.0
2023-01-01,68,MUEL,55.175,55.175,0.0
2023-01-01,69,IPG,3.825,3.825,0.0
2023-01-01,69,MUEL,46.875,46.875,0.0
2023-01-01,70,IPG,3.825,3.825,0.0
2023-01-01,70,MUEL,46.875,46.875,0.0
2023-01-01,71,IPG,3.825,3.825,0.0
2023-01-01,71,MUEL,46.875,46.875,0.0
2023-01-01,72,IPG,3.825,3.825,0.0
2023-01-01,72,MUEL,46.875,46.875,0.0
2023-01-01,73,IPG,1.6500000000000001,1.65,2.220446049250313e-16
2023-01-01,73,MUEL,11.799999999999999,11.8,1.7763568394002505e-15
2023-01-01,74,IPG,1.6500000000000001,1.65,2.220446049250313e-16
2023-01-01,74,MUEL,11.799999999999999,11.8,1.7763568394002505e-15
2023-01-01,75,IPG,1.6500000000000001,1.65,2.220446049250313e-16
2023-01-01,75,MUEL,11.799999999999999,11.8,1.7763568394002505e-15
2023-01-01,76,IPG,1.6500000000000001,1.65,2.220446049250313e-16
2023-01-01,76,MUEL,11.799999999999999,11.8,1.7763568394002505e-15
2023-01-01,93,IPG,0.875,0.875,0.0
2023-01-01,93,MUEL,6.7,6.7,0.0
2023-01-01,94,IPG,0.875,0.875,0.0
2023-01-01,94,MUEL,6.7,6.7,0.0
2023-01-01,95,IPG,0.875,0.875,0.0
2023-01-01,95,MUEL,6.7,6.7,0.0
2023-01-01,96,IPG,0.875,0.875,0.0
2023-01-01,96,MUEL,6.7,6.7,0.0
2023-01-02,9,AGUB,3.0,3.0,0.0
2023-01-02,10,AGUB,3.0,3.0,0.0
2023-01-02,11,AGUB,3.0,3.0,0.0
2023-01-02,12,AGUB,3.0,3.0,0.0
2023-01-02,13,AGUB,3.0,3.0,0.0
2023-01-02,14,AGUB,3.0,3.0,0.0
2023-01-02,15,AGUB,3.0,3.0,0.0
2023-01-02,16,AGUB,3.0,3.0,0.0
2023-01-02,21,GUIB,18.75,18.75,0.0
2023-01-02,22,GUIB,18.75,18.75,0.0
2023-01-02,23,GUIB,18.75,18.75,0.0
2023-01-02,24,GUIB,18.75,18.75,0.0
2023-01-02,29,MUEL,2.5,2.5,0.0
2023-01-02,30,MUEL,2.5,2.5,0.0
2023-01-02,31,MUEL,2.5,2.5,0.0
2023-01-02,32,MUEL,2.5,2.5,0.0
2023-01-02,33,MUEL,-13.0,-13.0,0.0
2023-01-02,34,MUEL,-13.0,-13.0,0.0
2023-01-02,35,MUEL,-13.0,-13.0,0.0
2023-01-02,36,MUEL,-13.0,-13.0,0.0
2023-01-02,37,MUEL,-50.0,-50.0,0.0
2023-01-02,38,MUEL,-50.0,-50.0,0.0
2023-01-02,39,MUEL,-50.0,-50.0,0.0
2023-01-02,40,MUEL,-50.0,-50.0,0.0
2023-01-02,65,UFBG,5.125,5.125,0.0
2023-01-02,66,UFBG,5.125,5.125,0.0
2023-01-02,67,UFBG,5.125,5.125,0.0
2023-01-02,68,UFBG,5.125,5.125,0.0
2023-01-02,77,AGUG,-16.25,-16.25,0.0
2023-01-02,78,AGUG,-16.25,-16.25,0.0
2023-01-02,79,AGUG,-16.25,-16.25,0.0
2023-01-02,80,AGUG,-16.25,-16.25,0.0
2023-01-02,93,MUEL,100.0,100.0,0.0
2023-01-02,94,MUEL,100.0,100.0,0.0
2023-01-02,95,MUEL,100.0,100.0,0.0
2023-01-02,96,MUEL,100.0,100.0,0.0
2023-01-03,1,MUEB,-58.425000000000004,-58.425,7.105427357601002e-15
2023-01-03,2,MUEB,-58.425000000000004,-58.425,7.105427357601002e-15
2023-01-03,3,MUEB,-58.425000000000004,-58.425,7.105427357601002e-15
2023-01-03,4,MUEB,-58.425000000000004,-58.425,7.105427357601002e-15
2023-01-03,5,MUEB,-113.7,-113.7,0.0
2023-01-03,6,MUEB,-113.7,-113.7,0.0
2023-01-03,7,MUEB,-113.7,-113.7,0.0
2023-01-03,8,MUEB,-113.7,-113.7,0.0
2023-01-03,9,MUEB,-3.85,-3.85,0.0
2023-01-03,10,MUEB,-3.85,-3.85,0.0
2023-01-03,11,MUEB,-3.85,-3.85,0.0
2023-01-03,12,MUEB,-3.85,-3.85,0.0
2023-01-03,13,MUEB,-23.4,-23.4,0.0
2023-01-03,14,MUEB,-23.4,-23.4,0.0
2023-01-03,15,MUEB,-23.4,-23.4,0.0
2023-01-03,16,MUEB,-23.4,-23.4,0.0
2023-01-03,17,MUEB,-65.225,-65.225,0.0
2023-01-03,18,MUEB,-65.225,-65.225,0.0
2023-01-03,19,MUEB,-65.225,-65.225,0.0
2023-01-03,20,MUEB,-65.225,-65.225,0.0
2023-01-03,21,AGUB,89.0,89.0,0.0
2023-01-03,21,AGUG,32.0,32.0,0.0
2023-01-03,21,MUEB,-7.9,-7.9,0.0
2023-01-03,22,AGUB,89.0,89.0,0.0
2023-01-03,22,AGUG,32.0,32.0,0.0
2023-01-03,22,MUEB,-7.9,-7.9,0.0
2023-01-03,23,AGUB,89.0,89.0,0.0
2023-01-03,23,AGUG,32.0,32.0,0.0
2023-01-03,23,MUEB,-7.9,-7.9,0.0
2023-01-03,24,AGUB,89.0,89.0,0.0
2023-01-03,24,AGUG,32.0,32.0,0.0
2023-01-03,24,MUEB,-7.9,-7.9,0.0
2023-01-03,25,AGUB,44.475,44.475,0.0
2023-01-03,25,AGUG,23.5,23.5,0.0
2023-01-03,25,MUEB,-0.125,-0.125,0.0
2023-01-03,26,AGUB,44.475,44.475,0.0
2023-01-03,26,AGUG,23.5,23.5,0.0
2023-01-03,26,MUEB,-0.125,-0.125,0.0
2023-01-03,27,AGUB,44.475,44.475,0.0
2023-01-03,27,AGUG,23.5,23.5,0.0
2023-01-03,27,MUEB,-0.125,-0.125,0.0
2023-01-03,28,AGUB,44.475,44.475,0.0
2023-01-03,28,AGUG,23.5,23.5,0.0
2023-01-03,28,MUEB,-0.125,-0.125,0.0
2023-01-03,29,MUEL,-95.0,-95.0,0.0
2023-01-03,30,MUEL,-95.0,-95.0,0.0
2023-01-03,31,MUEL,-95.0,-95.0,0.0
2023-01-03,32,MUEL,-95.0,-95.0,0.0
2023-01-03,37,MUEL,-0.825,-0.825,0.0
2023-01-03,37,UFBG,0.07500000000000001,0.075,1.3877787807814457e-17
2023-01-03,38,MUEL,-0.825,-0.825,0.0
2023-01-03,38,UFBG,0.07500000000000001,0.075,1.3877787807814457e-17
2023-01-03,39,MUEL,-0.825,-0.825,0.0
2023-01-03,39,UFBG,0.07500000000000001,0.075,1.3877787807814457e-17
2023-01-03,40,MUEL,-0.825,-0.825,0.0
2023-01-03,40,UFBG,0.07500000000000001,0.075,1.3877787807814457e-17
2023-01-03,41,MUEL,-100.625,-100.625,0.0
2023-01-03,42,MUEL,-100.625,-100.625,0.0
2023-01-03,43,MUEL,-100.625,-100.625,0.0
2023-01-03,44,MUEL,-100.625,-100.625,0.0
2023-01-03,49,MUEB,-0.375,-0.375,0.0
2023-01-03,50,MUEB,-0.375,-0.375,0.0
2023-01-03,51,MUEB,-0.375,-0.375,0.0
2023-01-03,52,MUEB,-0.375,-0.375,0.0
2023-01-03,53,UFBB,-4.2250000000000005,-4.225,8.881784197001252e-16
2023-01-03,54,UFBB,-4.2250000000000005,-4.225,8.881784197001252e-16
2023-01-03,55,UFBB,-4.2250000000000005,-4.225,8.881784197001252e-16
2023-01-03,56,UFBB,-4.2250000000000005,-4.225,8.881784197001252e-16
2023-01-03,57,AGUG,2.0,2.0,0.0
2023-01-03,58,AGUG,2.0,2.0,0.0
2023-01-03,59,AGUG,2.0,2.0,0.0
2023-01-03,60,AGUG,2.0,2.0,0.0
2023-01-03,61,UFBB,-13.0,-13.0,0.0
2023-01-03,62,UFBB,-13.0,-13.0,0.0
2023-01-03,63,UFBB,-13.0,-13.0,0.0
2023-01-03,64,UFBB,-13.0,-13.0,0.0
2023-01-03,65,UFBB,-1.875,-1.875,0.0
2023-01-03,66,UFBB,-1.875,-1.875,0.0
2023-01-03,67,UFBB,-1.875,-1.875,0.0
2023-01-03,68,UFBB,-1.875,-1.875,0.0
2023-01-03,69,MUEL,-29.675,-29.675,0.0
2023-01-03,70,MUEL,-29.675,-29.675,0.0
2023-01-03,71,MUEL,-29.675,-29.675,0.0
2023-01-03,72,MUEL,-29.675,-29.675,0.0
2023-01-03,73,UFBG,9.775,9.775,0.0
2023-01-03,74,UFBG,9.775,9.775,0.0
2023-01-03,75,UFBG,9.775,9.775,0.0
2023-01-03,76,UFBG,9.775,9.775,0.0
2023-01-03,77,UFBG,26.6,26.6,0.0
2023-01-03,78,UFBG,26.6,26.6,0.0
2023-01-03,79,UFBG,26.6,26.6,0.0
2023-01-03,80,UFBG,26.6,26.6,0.0
2023-01-03,81,MUEL,199.45,199.45,0.0
2023-01-03,82,MUEL,199.45,199.45,0.0
2023-01-03,83,MUEL,199.45,199.45,0.0
2023-01-03,84,MUEL,199.45,199.45,0.0
2023-01-03,85,MUEL,299.25,299.25,0.0
2023-01-03,86,MUEL,299.25,299.25,0.0
2023-01-03,87,MUEL,299.25,299.25,0.0
2023-01-03,88,MUEL,299.25,299.25,0.0
2023-01-03,89,AGUG,40.0,40.0,0.0
2023-01-03,89,MUEL,14.55,14.55,0.0
2023-01-03,90,AGUG,40.0,40.0,0.0
2023-01-03,90,MUEL,14.55,14.55,0.0
2023-01-03,91,AGUG,40.0,40.0,0.0
2023-01-03,91,MUEL,14.55,14.55,0.0
2023-01-03,92,AGUG,40.0,40.0,0.0
2023-01-03,92,MUEL,14.55,14.55,0.0
2023-01-03,93,MUEB,5.55,5.55,0.0
2023-01-03,94,MUEB,5.55,5.55,0.0
2023-01-03,95,MUEB,5.55,5.55,0.0
2023-01-03,96,MUEB,5.55,5.55,0.0
2023-01-04,1,MUEB,-2.45,-2.45,0.0
2023-01-04,2,MUEB,-2.45,-2.45,0.0
2023-01-04,3,MUEB,-2.45,-2.45,0.0
2023-01-04,4,MUEB,-2.45,-2.45,0.0
2023-01-04,5,MUEB,11.8,11.8,0.0
2023-01-04,6,MUEB,11.8,11.8,0.0
2023-01-04,7,MUEB,11.8,11.8,0.0
2023-01-04,8,MUEB,11.8,11.8,0.0
2023-01-04,13,MUEB,0.725,0.725,0.0
2023-01-04,14,MUEB,0.725,0.725,0.0
2023-01-04,15,MUEB,0.725,0.725,0.0
2023-01-04,16,MUEB,0.725,0.725,0.0
2023-01-04,17,UFBB,-0.225,-0.225,0.0
2023-01-04,18,UFBB,-0.225,-0.225,0.0
2023-01-04,19,UFBB,-0.225,-0.225,0.0
2023-01-04,20,UFBB,-0.225,-0.225,0.0
2023-01-04,25,AGUB,3.375,3.375,0.0
2023-01-04,25,AGUG,12.5,12.5,0.0
2023-01-04,25,SLTB,25.0,25.0,0.0
2023-01-04,26,AGUB,3.375,3.375,0.0
2023-01-04,26,AGUG,12.5,12.5,0.0
2023-01-04,26,SLTB,25.0,25.0,0.0
2023-01-04,27,AGUB,3.375,3.375,0.0
2023-01-04,27,AGUG,12.5,12.5,0.0
2023-01-04,27,SLTB,25.0,25.0,0.0
2023-01-04,28,AGUB,3.375,3.375,0.0
2023-01-04,28,AGUG,12.5,12.5,0.0
2023-01-04,28,SLTB,25.0,25.0,0.0
2023-01-04,29,UFBB,-13.0,-13.0,0.0
2023-01-04,30,UFBB,-13.0,-13.0,0.0
2023-01-04,31,UFBB,-13.0,-13.0,0.0
2023-01-04,32,UFBB,-13.0,-13.0,0.0
2023-01-04,33,MUEL,-12.424999999999999,-12.425,1.7763568394002505e-15
2023-01-04,34,MUEL,-12.424999999999999,-12.425,1.7763568394002505e-15
2023-01-04,35,MUEL,-12.424999999999999,-12.425,1.7763568394002505e-15
2023-01-04,36,MUEL,-12.424999999999999,-12.425,1.7763568394002505e-15
2023-01-04,41,MUEL,28.125,28.125,0.0
2023-01-04,42,MUEL,28.125,28.125,0.0
2023-01-04,43,MUEL,28.125,28.125,0.0
2023-01-04,44,MUEL,28.125,28.125,0.0
2023-01-04,53,MUEB,-32.9,-32.9,0.0
2023-01-04,54,MUEB,-32.9,-32.9,0.0
2023-01-04,55,MUEB,-32.9,-32.9,0.0
2023-01-04,56,MUEB,-32.9,-32.9,0.0
2023-01-04,61,UFBB,-10.425,-10.425,0.0
2023-01-04,62,UFBB,-10.425,-10.425,0.0
2023-01-04,63,UFBB,-10.425,-10.425,0.0
2023-01-04,64,UFBB,-10.425,-10.425,0.0
2023-01-04,81,UFBG,6.625,6.625,0.0
2023-01-04,82,UFBG,6.625,6.625,0.0
2023-01-04,83,UFBG,6.625,6.625,0.0
2023-01-04,84,UFBG,6.625,6.625,0.0
2023-01-05,9,AGUB,-44.0,-44.0,0.0
2023-01-05,9,IPB,-16.5,-16.5,0.0
2023-01-05,10,AGUB,-44.0,-44.0,0.0
2023-01-05,10,IPB,-16.5,-16.5,0.0
2023-01-05,11,AGUB,-44.0,-44.0,0.0
2023-01-05,11,IPB,-16.5,-16.5,0.0
2023-01-05,12,AGUB,-44.0,-44.0,0.0
2023-01-05,12,IPB,-16.5,-16.5,0.0
2023-01-05,13,AGUB,-6.5,-6.5,0.0
2023-01-05,13,IPB,-16.5,-16.5,0.0
2023-01-05,13,UFBB,-1.775,-1.775,0.0
2023-01-05,14,AGUB,-6.5,-6.5,0.0
2023-01-05,14,IPB,-16.5,-16.5,0.0
2023-01-05,14,UFBB,-1.775,-1.775,0.0
2023-01-05,15,AGUB,-6.5,-6.5,0.0
2023-01-05,15,IPB,-16.5,-16.5,0.0
2023-01-05,15,UFBB,-1.775,-1.775,0.0
2023-01-05,16,AGUB,-6.5,-6.5,0.0
2023-01-05,16,IPB,-16.5,-16.5,0.0
2023-01-05,16,UFBB,-1.775,-1.775,0.0
2023-01-05,17,SLTB,-2.95,-2.95,0.0
2023-01-05,18,SLTB,-2.95,-2.95,0.0
2023-01-05,19,SLTB,-2.95,-2.95,0.0
2023-01-05,20,SLTB,-2.95,-2.95,0.0
2023-01-05,21,AGUB,-16.225,-16.225,0.0
2023-01-05,21,SLTB,-23.825,-23.825,0.0
2023-01-05,22,AGUB,-16.225,-16.225,0.0
2023-01-05,22,SLTB,-23.825,-23.825,0.0
2023-01-05,23,AGUB,-16.225,-16.225,0.0
2023-01-05,23,SLTB,-23.825,-23.825,0.0
2023-01-05,24,AGUB,-16.225,-16.225,0.0
2023-01-05,24,SLTB,-23.825,-23.825,0.0
2023-01-05,25,SLTB,2.25,2.25,0.0
2023-01-05,26,SLTB,2.25,2.25,0.0
2023-01-05,27,SLTB,2.25,2.25,0.0
2023-01-05,28,SLTB,2.25,2.25,0.0
2023-01-05,33,AGUG,-20.0,-20.0,0.0
2023-01-05,34,AGUG,-20.0,-20.0,0.0
2023-01-05,35,AGUG,-20.0,-20.0,0.0
2023-01-05,36,AGUG,-20.0,-20.0,0.0
2023-01-05,37,AGUG,-0.775,-0.775,0.0
2023-01-05,38,AGUG,-0.775,-0.775,0.0
2023-01-05,39,AGUG,-0.775,-0.775,0.0
2023-01-05,40,AGUG,-0.775,-0.775,0.0
2023-01-05,41,MUEL,-0.15,-0.15,0.0
2023-01-05,42,MUEL,-0.15,-0.15,0.0
2023-01-05,43,MUEL,-0.15,-0.15,0.0
2023-01-05,44,MUEL,-0.15,-0.15,0.0
2023-01-05,45,MUEL,-0.025,-0.025,0.0
2023-01-05,46,MUEL,-0.025,-0.025,0.0
2023-01-05,47,MUEL,-0.025,-0.025,0.0
2023-01-05,48,MUEL,-0.025,-0.025,0.0
2023-01-05,49,MUEL,-39.625,-39.625,0.0
2023-01-05,50,MUEL,-39.625,-39.625,0.0
2023-01-05,51,MUEL,-39.625,-39.625,0.0
2023-01-05,52,MUEL,-39.625,-39.625,0.0
2023-01-05,53,MUEL,-28.95,-28.95,0.0
2023-01-05,54,MUEL,-28.95,-28.95,0.0
2023-01-05,55,MUEL,-28.95,-28.95,0.0
2023-01-05,56,MUEL,-28.95,-28.95,0.0
2023-01-05,57,MUEL,-24.3,-24.3,0.0
2023-01-05,58,MUEL,-24.3,-24.3,0.0
2023-01-05,59,MUEL,-24.3,-24.3,0.0
2023-01-05,60,MUEL,-24.3,-24.3,0.0
2023-01-05,61,MUEL,-39.574999999999996,-39.574999999999996,0.0
2023-01-05,62,MUEL,-39.574999999999996,-39.574999999999996,0.0
2023-01-05,63,MUEL,-39.574999999999996,-39.574999999999996,0.0
2023-01-05,64,MUEL,-39.574999999999996,-39.574999999999996,0.0
2023-01-05,65,MUEL,-0.15,-0.15,0.0
2023-01-05,66,MUEL,-0.15,-0.15,0.0
2023-01-05,67,MUEL,-0.15,-0.15,0.0
2023-01-05,68,MUEL,-0.15,-0.15,0.0
2023-01-05,69,MLTG,16.25,16.25,0.0
2023-01-05,69,UFBG,11.25,11.25,0.0
2023-01-05,70,MLTG,16.25,16.25,0.0
2023-01-05,70,UFBG,11.25,11.25,0.0
2023-01-05,71,MLTG,16.25,16.25,0.0
2023-01-05,71,UFBG,11.25,11.25,0.0
2023-01-05,72,MLTG,16.25,16.25,0.0
2023-01-05,72,UFBG,11.25,11.25,0.0
2023-01-05,73,MUEL,-11.25,-11.25,0.0
2023-01-05,73,UFBG,11.25,11.25,0.0
2023-01-05,74,MUEL,-11.25,-11.25,0.0
2023-01-05,74,UFBG,11.25,11.25,0.0
2023-01-05,75,MUEL,-11.25,-11.25,0.0
2023-01-05,75,UFBG,11.25,11.25,0.0
2023-01-05,76,MUEL,-11.25,-11.25,0.0
2023-01-05,76,UFBG,11.25,11.25,0.0
2023-01-05,77,MUEL,-50.0,-50.0,0.0
2023-01-05,78,MUEL,-50.0,-50.0,0.0
2023-01-05,79,MUEL,-50.0,-50.0,0.0
2023-01-05,80,MUEL,-50.0,-50.0,0.0
2023-01-05,81,AGUG,-5.0,-5.0,0.0
2023-01-05,81,MUEL,-50.0,-50.0,0.0
2023-01-05,82,AGUG,-5.0,-5.0,0.0
2023-01-05,82,MUEL,-50.0,-50.0,0.0
2023-01-05,83,AGUG,-5.0,-5.0,0.0
2023-01-05,83,MUEL,-50.0,-50.0,0.0
2023-01-05,84,AGUG,-5.0,-5.0,0.0
2023-01-05,84,MUEL,-50.0,-50.0,0.0
2023-01-06,5,SLTG,-12.5,-12.5,0.0
2023-01-06,6,SLTG,-12.5,-12.5,0.0
2023-01-06,7,SLTG,-12.5,-12.5,0.0
2023-01-06,8,SLTG,-12.5,-12.5,0.0
2023-01-06,9,MUEB,-59.825,-59.825,0.0
2023-01-06,9,SLTG,-12.5,-12.5,0.0
2023-01-06,10,MUEB,-59.825,-59.825,0.0
2023-01-06,10,SLTG,-12.5,-12.5,0.0
2023-01-06,11,MUEB,-59.825,-59.825,0.0
2023-01-06,11,SLTG,-12.5,-12.5,0.0
2023-01-06,12,MUEB,-59.825,-59.825,0.0
2023-01-06,12,SLTG,-12.5,-12.5,0.0
2023-01-06,13,MUEB,-2.6,-2.6,0.0
2023-01-06,13,TJEB,-26.25,-26.25,0.0
2023-01-06,14,MUEB,-2.6,-2.6,0.0
2023-01-06,14,TJEB,-26.25,-26.25,0.0
2023-01-06,15,MUEB,-2.6,-2.6,0.0
2023-01-06,15,TJEB,-26.25,-26.25,0.0
2023-01-06,16,MUEB,-2.6,-2.6,0.0
2023-01-06,16,TJEB,-26.25,-26.25,0.0
2023-01-06,25,MUEB,-28.825,-28.825,0.0
2023-01-06,26,MUEB,-28.825,-28.825,0.0
2023-01-06,27,MUEB,-28.825,-28.825,0.0
2023-01-06,28,MUEB,-28.825,-28.825,0.0
2023-01-06,65,MUEB,-1.75,-1.75,0.0
2023-01-06,66,MUEB,-1.75,-1.75,0.0
2023-01-06,67,MUEB,-1.75,-1.75,0.0
2023-01-06,68,MUEB,-1.75,-1.75,0.0
2023-01-06,93,AGUG,-11.0,-11.0,0.0
2023-01-06,94,AGUG,-11.0,-11.0,0.0
2023-01-06,95,AGUG,-11.0,-11.0,0.0
2023-01-06,96,AGUG,-11.0,-11.0,0.0
2023-01-07,9,UFBB,-0.975,-0.975,0.0
2023-01-07,10,UFBB,-0.975,-0.975,0.0
2023-01-07,11,UFBB,-0.975,-0.975,0.0
2023-01-07,12,UFBB,-0.975,-0.975,0.0
2023-01-07,13,AGUB,-16.375,-16.375,0.0
2023-01-07,14,AGUB,-16.375,-16.375,0.0
2023-01-07,15,AGUB,-16.375,-16.375,0.0
2023-01-07,16,AGUB,-16.375,-16.375,0.0
2023-01-07,17,AGUB,1.9,1.9,0.0
2023-01-07,18,AGUB,1.9,1.9,0.0
2023-01-07,19,AGUB,1.9,1.9,0.0
2023-01-07,20,AGUB,1.9,1.9,0.0
2023-01-07,25,UFBB,-13.0,-13.0,0.0
2023-01-07,26,UFBB,-13.0,-13.0,0.0
2023-01-07,27,UFBB,-13.0,-13.0,0.0
2023-01-07,28,UFBB,-13.0,-13.0,0.0
2023-01-07,33,AGUB,-22.25,-22.25,0.0
2023-01-07,33,UFBB,0.45,0.45,0.0
2023-01-07,34,AGUB,-22.25,-22.25,0.0
2023-01-07,34,UFBB,0.45,0.45,0.0
2023-01-07,35,AGUB,-22.25,-22.25,0.0
2023-01-07,35,UFBB,0.45,0.45,0.0
2023-01-07,36,AGUB,-22.25,-22.25,0.0
2023-01-07,36,UFBB,0.45,0.45,0.0
2023-01-07,37,AGUB,-0.55,-0.55,0.0
2023-01-07,37,MUEB,12.675,12.675,0.0
2023-01-07,38,AGUB,-0.55,-0.55,0.0
2023-01-07,38,MUEB,12.675,12.675,0.0
2023-01-07,39,AGUB,-0.55,-0.55,0.0
2023-01-07,39,MUEB,12.675,12.675,0.0
2023-01-07,40,AGUB,-0.55,-0.55,0.0
2023-01-07,40,MUEB,12.675,12.675,0.0
2023-01-07,41,MUEB,15.225,15.225,0.0
2023-01-07,42,MUEB,15.225,15.225,0.0
2023-01-07,43,MUEB,15.225,15.225,0.0
2023-01-07,44,MUEB,15.225,15.225,0.0
2023-01-07,45,AGUB,-22.25,-22.25,0.0
2023-01-07,46,AGUB,-22.25,-22.25,0.0
2023-01-07,47,AGUB,-22.25,-22.25,0.0
2023-01-07,48,AGUB,-22.25,-22.25,0.0
2023-01-07,49,MUEB,0.275,0.275,0.0
2023-01-07,50,MUEB,0.275,0.275,0.0
2023-01-07,51,MUEB,0.275,0.275,0.0
2023-01-07,52,MUEB,0.275,0.275,0.0
2023-01-07,53,UFBB,6.1,6.1,0.0
2023-01-07,54,UFBB,6.1,6.1,0.0
2023-01-07,55,UFBB,6.1,6.1,0.0
2023-01-07,56,UFBB,6.1,6.1,0.0
2023-01-07,57,UFBB,10.975,10.975,0.0
2023-01-07,58,UFBB,10.975,10.975,0.0
2023-01-07,59,UFBB,10.975,10.975,0.0
2023-01-07,60,UFBB,10.975,10.975,0.0
2023-01-07,93,MUEB,190.025,190.025,0.0
2023-01-07,94,MUEB,190.025,190.025,0.0
2023-01-07,95,MUEB,190.025,190.025,0.0
2023-01-07,96,MUEB,190.025,190.025,0.0
2023-01-08,33,TJEB,21.525,21.525,0.0
2023-01-08,34,TJEB,21.525,21.525,0.0
2023-01-08,35,TJEB,21.525,21.525,0.0
2023-01-08,36,TJEB,21.525,21.525,0.0
2023-01-08,45,UFBB,-11.65,-11.65,0.0
2023-01-08,46,UFBB,-11.65,-11.65,0.0
2023-01-08,47,UFBB,-11.65,-11.65,0.0
