day,qh,up,trades,pibcic,abs_error
2023-01-27,61,UFBB,-13.0,-13.0,0.0
2023-01-27,62,IPB,8.25,8.25,0.0
2023-01-27,62,UFBB,-13.0,-13.0,0.0
2023-01-27,63,IPB,8.25,8.25,0.0
2023-01-27,63,UFBB,-13.0,-13.0,0.0
2023-01-27,64,IPB,8.25,8.25,0.0
2023-01-27,64,UFBB,-13.0,-13.0,0.0
2023-01-27,65,UFBB,-13.0,-13.0,0.0
2023-01-27,66,UFBB,-13.0,-13.0,0.0
2023-01-27,67,UFBB,-13.0,-13.0,0.0
2023-01-27,68,UFBB,-13.0,-13.0,0.0
2023-01-27,69,UFBB,-39.0,-39.0,0.0
2023-01-27,70,UFBB,-39.0,-39.0,0.0
2023-01-27,71,UFBB,-39.0,-39.0,0.0
2023-01-27,72,UFBB,-39.0,-39.0,0.0
2023-01-27,73,UFBB,-8.924999999999999,-8.925,1.7763568394002505e-15
2023-01-27,74,UFBB,-8.924999999999999,-8.925,1.7763568394002505e-15
2023-01-27,75,UFBB,-8.924999999999999,-8.925,1.7763568394002505e-15
2023-01-27,76,UFBB,-8.924999999999999,-8.925,1.7763568394002505e-15
2023-01-28,17,MUEB,1.35,1.35,0.0
2023-01-28,18,MUEB,1.35,1.35,0.0
2023-01-28,19,MUEB,1.35,1.35,0.0
2023-01-28,20,MUEB,1.35,1.35,0.0
2023-01-28,21,MUEB,6.125,6.125,0.0
2023-01-28,22,MUEB,6.125,6.125,0.0
2023-01-28,23,MUEB,6.125,6.125,0.0
2023-01-28,24,MUEB,6.125,6.125,0.0
2023-01-28,25,MUEB,11.15,11.15,0.0
2023-01-28,25,SLTG,-0.9750000000000001,-0.975,1.1102230246251565e-16
2023-01-28,26,MUEB,11.15,11.15,0.0
2023-01-28,26,SLTG,-0.9750000000000001,-0.975,1.1102230246251565e-16
2023-01-28,27,MUEB,11.15,11.15,0.0
2023-01-28,27,SLTG,-0.9750000000000001,-0.975,1.1102230246251565e-16
2023-01-28,28,MUEB,11.15,11.15,0.0
2023-01-28,28,SLTG,-0.9750000000000001,-0.975,1.1102230246251565e-16
2023-01-28,29,MUEB,51.25,51.25,0.0
2023-01-28,30,MUEB,51.25,51.25,0.0
2023-01-28,31,MUEB,51.25,51.25,0.0
2023-01-28,32,MUEB,51.25,51.25,0.0
2023-01-28,33,MUEB,2.5,2.5,0.0
2023-01-28,34,MUEB,2.5,2.5,0.0
2023-01-28,35,MUEB,2.5,2.5,0.0
2023-01-28,36,MUEB,2.5,2.5,0.0
2023-01-28,37,MUEB,5.0,5.0,0.0
2023-01-28,38,MUEB,5.0,5.0,0.0
2023-01-28,39,MUEB,5.0,5.0,0.0
2023-01-28,40,MUEB,5.0,5.0,0.0
2023-01-28,41,MUEB,19.925,19.925,0.0
2023-01-28,42,MUEB,19.925,19.925,0.0
2023-01-28,43,MUEB,19.925,19.925,0.0
2023-01-28,44,MUEB,19.925,19.925,0.0
2023-01-28,45,IPB,16.5,16.5,0.0
2023-01-28,46,IPB,16.5,16.5,0.0
2023-01-28,47,IPB,16.5,16.5,0.0
2023-01-28,48,IPB,16.5,16.5,0.0
2023-01-28,49,GUIB,-2.225,-2.225,0.0
2023-01-28,50,GUIB,-2.225,-2.225,0.0
2023-01-28,51,GUIB,-2.225,-2.225,0.0
2023-01-28,52,GUIB,-2.225,-2.225,0.0
2023-01-28,53,UFBB,-0.55,-0.55,0.0
2023-01-28,54,UFBB,-0.55,-0.55,0.0
2023-01-28,55,UFBB,-0.55,-0.55,0.0
2023-01-28,56,UFBB,-0.55,-0.55,0.0
2023-01-28,61,AGUB,0.25,0.25,0.0
2023-01-28,61,UFBB,-13.0,-13.0,0.0
2023-01-28,62,AGUB,0.25,0.25,0.0
2023-01-28,62,UFBB,-13.0,-13.0,0.0
2023-01-28,63,AGUB,0.25,0.25,0.0
2023-01-28,63,UFBB,-13.0,-13.0,0.0
2023-01-28,64,AGUB,0.25,0.25,0.0
2023-01-28,64,UFBB,-13.0,-13.0,0.0
2023-01-28,65,AGUB,0.5,0.5,0.0
2023-01-28,65,UFBB,-1.575,-1.575,0.0
2023-01-28,66,AGUB,0.5,0.5,0.0
2023-01-28,66,UFBB,-1.575,-1.575,0.0
2023-01-28,67,AGUB,0.5,0.5,0.0
2023-01-28,67,UFBB,-1.575,-1.575,0.0
2023-01-28,68,AGUB,0.5,0.5,0.0
2023-01-28,68,UFBB,-1.575,-1.575,0.0
2023-01-28,73,UFBB,-16.9,-16.9,0.0
2023-01-28,74,UFBB,-16.9,-16.9,0.0
2023-01-28,75,UFBB,-16.9,-16.9,0.0
2023-01-28,76,UFBB,-16.9,-16.9,0.0
2023-01-28,77,MUEL,18.875,18.875,0.0
2023-01-28,77,UFBB,-9.075,-9.075,0.0
2023-01-28,78,MUEL,18.875,18.875,0.0
2023-01-28,78,UFBB,-9.075,-9.075,0.0
2023-01-28,79,MUEL,18.875,18.875,0.0
2023-01-28,79,UFBB,-9.075,-9.075,0.0
2023-01-28,80,MUEL,18.875,18.875,0.0
2023-01-28,80,UFBB,-9.075,-9.075,0.0
2023-01-28,81,MUEL,22.7,22.7,0.0
2023-01-28,82,MUEL,22.7,22.7,0.0
2023-01-28,83,MUEL,22.7,22.7,0.0
2023-01-28,84,MUEL,22.7,22.7,0.0
2023-01-28,85,MUEL,18.7,18.700000000000003,3.552713678800501e-15
2023-01-28,86,MUEL,18.7,18.700000000000003,3.552713678800501e-15
2023-01-28,87,MUEL,18.7,18.700000000000003,3.552713678800501e-15
2023-01-28,88,MUEL,18.7,18.700000000000003,3.552713678800501e-15
2023-01-28,89,MUEL,-7.25,-7.25,0.0
2023-01-28,90,MUEL,-7.25,-7.25,0.0
2023-01-28,91,MUEL,-7.25,-7.25,0.0
2023-01-28,92,MUEL,-7.25,-7.25,0.0
2023-01-29,33,MUEB,-13.35,-13.35,0.0
2023-01-29,34,MUEB,-13.35,-13.35,0.0
2023-01-29,35,MUEB,-13.35,-13.35,0.0
2023-01-29,36,MUEB,-13.35,-13.35,0.0
2023-01-29,45,MUEB,0.0,0.0,0.0
2023-01-29,45,UFBB,-24.025,-24.025,0.0
2023-01-29,46,MUEB,0.0,0.0,0.0
2023-01-29,46,UFBB,-24.025,-24.025,0.0
2023-01-29,47,MUEB,0.0,0.0,0.0
2023-01-29,47,UFBB,-24.025,-24.025,0.0
2023-01-29,48,MUEB,0.0,0.0,0.0
2023-01-29,48,UFBB,-24.025,-24.025,0.0
2023-01-29,53,UFBB,-13.0,-13.0,0.0
2023-01-29,54,UFBB,-13.0,-13.0,0.0
2023-01-29,55,UFBB,-13.0,-13.0,0.0
2023-01-29,56,UFBB,-13.0,-13.0,0.0
2023-01-29,57,IPB,0.925,0.925,0.0
2023-01-29,57,MUEB,-0.7249999999999999,-0.7250000000000001,2.220446049250313e-16
2023-01-29,57,UFBB,-13.0,-13.0,0.0
2023-01-29,58,IPB,0.925,0.925,0.0
2023-01-29,58,MUEB,-0.7249999999999999,-0.7250000000000001,2.220446049250313e-16
2023-01-29,58,UFBB,-13.0,-13.0,0.0
2023-01-29,59,IPB,0.925,0.925,0.0
2023-01-29,59,MUEB,-0.7249999999999999,-0.7250000000000001,2.220446049250313e-16
2023-01-29,59,UFBB,-13.0,-13.0,0.0
2023-01-29,60,IPB,0.925,0.925,0.0
2023-01-29,60,MUEB,-0.7249999999999999,-0.7250000000000001,2.220446049250313e-16
2023-01-29,60,UFBB,-13.0,-13.0,0.0
2023-01-29,61,MUEB,43.75,43.75,0.0
2023-01-29,62,MUEB,43.75,43.75,0.0
2023-01-29,63,MUEB,43.75,43.75,0.0
2023-01-29,64,MUEB,43.75,43.75,0.0
2023-01-29,65,AGUB,20.0,20.0,0.0
2023-01-29,66,AGUB,20.0,20.0,0.0
2023-01-29,67,AGUB,20.0,20.0,0.0
2023-01-29,68,AGUB,20.0,20.0,0.0
2023-01-30,9,SLTB,25.0,25.0,0.0
2023-01-30,10,SLTB,25.0,25.0,0.0
2023-01-30,11,SLTB,25.0,25.0,0.0
2023-01-30,12,SLTB,25.0,25.0,0.0
2023-01-30,13,SLTB,25.0,25.0,0.0
2023-01-30,14,SLTB,25.0,25.0,0.0
2023-01-30,15,SLTB,25.0,25.0,0.0
2023-01-30,16,SLTB,25.0,25.0,0.0
2023-01-30,29,MUEL,-12.0,-12.0,0.0
2023-01-30,30,MUEL,-12.0,-12.0,0.0
2023-01-30,31,MUEL,-12.0,-12.0,0.0
2023-01-30,32,MUEL,-12.0,-12.0,0.0
2023-01-30,49,MUEB,-2.95,-2.95,0.0
2023-01-30,50,MUEB,-2.95,-2.95,0.0
2023-01-30,51,MUEB,-2.95,-2.95,0.0
2023-01-30,52,MUEB,-2.95,-2.95,0.0
2023-01-30,53,UFBB,-13.0,-13.0,0.0
2023-01-30,54,UFBB,-13.0,-13.0,0.0
2023-01-30,55,UFBB,-13.0,-13.0,0.0
2023-01-30,56,UFBB,-13.0,-13.0,0.0
2023-01-30,57,MUEB,-13.9,-13.9,0.0
2023-01-30,58,MUEB,-13.9,-13.9,0.0
2023-01-30,59,MUEB,-13.9,-13.9,0.0
2023-01-30,60,MUEB,-13.9,-13.9,0.0
2023-01-30,61,MUEB,-63.4,-63.400000000000006,7.105427357601002e-15
2023-01-30,61,UFBB,-17.025,-17.025,0.0
2023-01-30,62,MUEB,-63.4,-63.400000000000006,7.105427357601002e-15
2023-01-30,62,UFBB,-17.025,-17.025,0.0
2023-01-30,63,MUEB,-63.4,-63.400000000000006,7.105427357601002e-15
2023-01-30,63,UFBB,-17.025,-17.025,0.0
2023-01-30,64,MUEB,-63.4,-63.400000000000006,7.105427357601002e-15
2023-01-30,64,UFBB,-17.025,-17.025,0.0
2023-01-30,65,MUEB,-66.75,-66.75,0.0
2023-01-30,65,UFBB,-13.175,-13.175,0.0
2023-01-30,66,MUEB,-66.75,-66.75,0.0
2023-01-30,66,UFBB,-13.175,-13.175,0.0
2023-01-30,67,MUEB,-66.75,-66.75,0.0
2023-01-30,67,UFBB,-13.175,-13.175,0.0
2023-01-30,68,MUEB,-66.75,-66.75,0.0
2023-01-30,68,UFBB,-13.175,-13.175,0.0
2023-01-30,69,AGUG,-1.625,-1.625,0.0
2023-01-30,70,AGUG,-1.625,-1.625,0.0
2023-01-30,71,AGUG,-1.625,-1.625,0.0
2023-01-30,72,AGUG,-1.625,-1.625,0.0
2023-01-30,73,UFBG,0.7,0.7,0.0
2023-01-30,74,UFBG,0.7,0.7,0.0
2023-01-30,75,UFBG,0.7,0.7,0.0
2023-01-30,76,UFBG,0.7,0.7,0.0
2023-01-30,81,UFBG,3.025,3.025,0.0
2023-01-30,82,UFBG,3.025,3.025,0.0
2023-01-30,83,UFBG,3.025,3.025,0.0
2023-01-30,84,UFBG,3.025,3.025,0.0
2023-01-30,89,MUEL,2.625,2.625,0.0
2023-01-30,89,UFBB,-0.95,-0.95,0.0
2023-01-30,90,MUEL,2.625,2.625,0.0
2023-01-30,90,UFBB,-0.95,-0.95,0.0
2023-01-30,91,MUEL,2.625,2.625,0.0
2023-01-30,91,UFBB,-0.95,-0.95,0.0
2023-01-30,92,MUEL,2.625,2.625,0.0
2023-01-30,92,UFBB,-0.95,-0.95,0.0
2023-01-30,93,MUEL,1.125,1.125,0.0
2023-01-30,94,MUEL,1.125,1.125,0.0
2023-01-30,95,MUEL,1.125,1.125,0.0
2023-01-30,96,MUEL,1.125,1.125,0.0
2023-01-31,1,MUEL,3.75,3.75,0.0
2023-01-31,2,MUEL,3.75,3.75,0.0
2023-01-31,3,MUEL,3.75,3.75,0.0
2023-01-31,4,MUEL,3.75,3.75,0.0
2023-01-31,37,UFBB,-13.0,-13.0,0.0
2023-01-31,38,UFBB,-13.0,-13.0,0.0
2023-01-31,39,UFBB,-13.0,-13.0,0.0
2023-01-31,40,UFBB,-13.0,-13.0,0.0
2023-01-31,41,MUEB,-6.45,-6.45,0.0
2023-01-31,42,MUEB,-6.45,-6.45,0.0
2023-01-31,43,MUEB,-6.45,-6.45,0.0
2023-01-31,44,MUEB,-6.45,-6.45,0.0
2023-01-31,45,UFBB,-13.3,-13.3,0.0
2023-01-31,46,UFBB,-13.3,-13.3,0.0
2023-01-31,47,UFBB,-13.3,-13.3,0.0
2023-01-31,48,UFBB,-13.3,-13.3,0.0
2023-01-31,65,AGUB,-14.55,-14.55,0.0
2023-01-31,65,MUEB,-10.825,-10.825,0.0
2023-01-31,66,AGUB,-14.55,-14.55,0.0
2023-01-31,66,MUEB,-10.825,-10.825,0.0
2023-01-31,67,AGUB,-14.55,-14.55,0.0
2023-01-31,67,MUEB,-10.825,-10.825,0.0
2023-01-31,68,AGUB,-14.55,-14.55,0.0
2023-01-31,68,MUEB,-10.825,-10.825,0.0
2023-01-31,69,MUEL,28.9,28.9,0.0
2023-01-31,70,MUEL,28.9,28.9,0.0
2023-01-31,71,MUEL,28.9,28.9,0.0
2023-01-31,72,MUEL,28.9,28.9,0.0
2023-01-31,93,MUEL,0.025,0.025,0.0
2023-01-31,94,MUEL,0.025,0.025,0.0
2023-01-31,95,MUEL,0.025,0.025,0.0
2023-01-31,96,MUEL,0.025,0.025,0.0
