asset,meses,mediana_eur_mw_mes,mediana_eur_mw_banda,banda_media_mw,publicado_v050,factor
Aguayo,12,1212.3181839267254,10051.596940958372,37.96085812772134,4849.13,3.999882262174408
Guillena,12,268.1303668894853,11270.633936104405,3.7319444444444443,2343.55,8.74033787066698
Ip,12,1052.1599387356723,8974.434165620285,10.501704545454546,3311.42,3.147259155275544
La Muela,12,116.47588386318998,9150.219153467904,19.748397435897438,490.54,4.211515583570738
Sallente,12,55.716532804478305,7994.4951348526265,2.148732553366174,627.27,11.258238236058762
Tajo de la Encantada,12,4.294172700448485,3340.071282760485,0.48487103174603174,50.11,11.669302446724254
